house_id,region_id,area_id,city_id,street_id,shortname_region,formalname_region,shortname_area,formalname_area,shortname_city,formalname_city,shortname_street,formalname_street,house_number,building,block,letter,address,houseguid,cadastral_number,cadastral_registration_date,stage,built_year,exploitation_start_year,project_type,house_type,floor_count_max,floor_count_min,entrance_count,residents_count,area_total,area_residential,area_non_residential,area_common_property,area_land,monument_status,monument_document_date,monument_document_number,deterioration_total,determined_date,floor_type,wall_material,alarm_reason,alarm_reason_other,alarm_document_number,alarm_document_date,alarm_has_file,exp_name,exp_document_number,exp_document_date,exp_has_file,commission_document_number,commission_document_date,commission_has_file,further_use,decision_deadline_date,planned_resettlement_date,actual_resettlement_date,planned_demolition_date,planned_rooms_count,planned_rooms_square,planned_ppl_count,resettled_rooms_count,resettled_rooms_square,resettled_ppl_count,empty_rooms_count,empty_rooms_square,redemption_amount,planned_providing_area_square,address2,rest,rest,,
7790539,92b30014-4d52-4e2e-892d-928142b924bf,5c6ffccd-fa21-4318-8b63-7225fcddbe57,744462fb-a17d-43be-b71e-e7ecbd687561,38e2adb5-f3cf-4a3f-998a-d925b89ae6ea,обл,Свердловская,р-н,Верхнесалдинский,г,Верхняя Салда,ул,Народная Стройка,3,,,,"обл. Свердловская, р-н. Верхнесалдинский, г. Верхняя Салда, ул. Народная Стройка, д. 3",185cd34d-f9c4-4760-a4fc-dcbd9954739c,,,Эксплуатируемый,1960,1960,,Многоквартирный дом,2,2,8,25,"686,1",633,0,"53,1",,Не заполнено,,,,,,,Физический износ,,3605,12/29/2018,Имеется,ИП Тимонин Сергей Анатольевич,б/н,6/12/2018,Имеется,б/н,9/14/2018,Имеется,Снос,,12/31/2020,,6/1/2021,28,633,25,,,,,,,,обл. Свердловская,г. Верхняя Салда,ул. Народная Стройка,д. 3,
7804097,92b30014-4d52-4e2e-892d-928142b924bf,5c6ffccd-fa21-4318-8b63-7225fcddbe57,744462fb-a17d-43be-b71e-e7ecbd687561,38e2adb5-f3cf-4a3f-998a-d925b89ae6ea,обл,Свердловская,р-н,Верхнесалдинский,г,Верхняя Салда,ул,Народная Стройка,5,,,,"обл. Свердловская, р-н. Верхнесалдинский, г. Верхняя Салда, ул. Народная Стройка, д. 5",a2603d0e-9f43-4cd0-94e9-8cea9ab6086e,,,Эксплуатируемый,1960,1960,,Многоквартирный дом,2,2,2,9,"326,9","153,3","153,2","20,4",,Не заполнено,,,,,,,Физический износ,,3605,12/29/2018,Имеется,ИП Тимонин Сергей Анатольевич,б/н,6/12/2018,Имеется,б/н,9/14/2018,Имеется,Снос,,12/31/2020,,6/1/2021,6,"153,3",9,,,,,,,,обл. Свердловская,г. Верхняя Салда,ул. Народная Стройка,д. 5,
7804105,92b30014-4d52-4e2e-892d-928142b924bf,5c6ffccd-fa21-4318-8b63-7225fcddbe57,744462fb-a17d-43be-b71e-e7ecbd687561,38e2adb5-f3cf-4a3f-998a-d925b89ae6ea,обл,Свердловская,р-н,Верхнесалдинский,г,Верхняя Салда,ул,Народная Стройка,6,,,,"обл. Свердловская, р-н. Верхнесалдинский, г. Верхняя Салда, ул. Народная Стройка, д. 6",5e53c332-1d3e-4237-9f8c-ea6c3cb8409d,,,Эксплуатируемый,1960,1961,,Многоквартирный дом,2,2,8,21,"693,3",534,"163,3","40,2",,Не заполнено,,,,,,,Физический износ,,3605,12/29/2018,Имеется,ИП Тимонин Сергей Анатольевич,б/н,6/12/2018,Имеется,б/н,9/14/2018,Имеется,Снос,,12/31/2021,,7/1/2022,23,"533,7",21,,,,,,,,обл. Свердловская,г. Верхняя Салда,ул. Народная Стройка,д. 6,
7804109,92b30014-4d52-4e2e-892d-928142b924bf,5c6ffccd-fa21-4318-8b63-7225fcddbe57,744462fb-a17d-43be-b71e-e7ecbd687561,38e2adb5-f3cf-4a3f-998a-d925b89ae6ea,обл,Свердловская,р-н,Верхнесалдинский,г,Верхняя Салда,ул,Народная Стройка,7,,,,"обл. Свердловская, р-н. Верхнесалдинский, г. Верхняя Салда, ул. Народная Стройка, д. 7",ce80e8ad-b0ca-4bbb-b39d-8ca4c8af2696,,,Эксплуатируемый,1960,1960,,Многоквартирный дом,2,2,2,10,"327,9","300,9",0,27,,Не заполнено,,,,,,,Физический износ,,3605,12/29/2018,Имеется,ИП Тимонин Сергей Анатольевич,б/н,6/14/2018,Имеется,б/н,9/14/2018,Имеется,Снос,,12/31/2021,,7/1/2022,12,"300,9",10,,,,,,,,обл. Свердловская,г. Верхняя Салда,ул. Народная Стройка,д. 7,
7790553,92b30014-4d52-4e2e-892d-928142b924bf,5c6ffccd-fa21-4318-8b63-7225fcddbe57,744462fb-a17d-43be-b71e-e7ecbd687561,38e2adb5-f3cf-4a3f-998a-d925b89ae6ea,обл,Свердловская,р-н,Верхнесалдинский,г,Верхняя Салда,ул,Народная Стройка,9,,,,"обл. Свердловская, р-н. Верхнесалдинский, г. Верхняя Салда, ул. Народная Стройка, д. 9",023965e3-56c0-4d07-aa54-2cd948c6e663,,,Эксплуатируемый,1960,1960,,Многоквартирный дом,2,2,8,29,"694,8","639,9",0,"54,9",,Не заполнено,,,,,,,Физический износ,,3605,12/29/2018,Имеется,ИП Тимонин Сергей Анатольевич,б/н,6/12/2018,Имеется,б/н,9/14/2018,Имеется,Снос,,12/31/2021,,7/1/2022,28,"639,9",29,,,,,,,,обл. Свердловская,г. Верхняя Салда,ул. Народная Стройка,д. 9,
7790572,92b30014-4d52-4e2e-892d-928142b924bf,5c6ffccd-fa21-4318-8b63-7225fcddbe57,744462fb-a17d-43be-b71e-e7ecbd687561,38e2adb5-f3cf-4a3f-998a-d925b89ae6ea,обл,Свердловская,р-н,Верхнесалдинский,г,Верхняя Салда,ул,Народная Стройка,11,,,,"обл. Свердловская, р-н. Верхнесалдинский, г. Верхняя Салда, ул. Народная Стройка, д. 11",7180c97a-489b-4d6d-917b-9b18931ce442,,,Эксплуатируемый,1960,1960,,Многоквартирный дом,2,2,8,31,"707,7","654,4",0,"53,3",,Не заполнено,,,,,,,Физический износ,,3605,12/29/2018,Имеется,ИП Тимонин Сергей Анатольевич,б/н,6/12/2018,Имеется,б/н,9/14/2018,Имеется,Снос,,12/31/2021,,7/1/2022,28,"654,4",30,,,,,,,,обл. Свердловская,г. Верхняя Салда,ул. Народная Стройка,д. 11,
9083960,92b30014-4d52-4e2e-892d-928142b924bf,5c6ffccd-fa21-4318-8b63-7225fcddbe57,744462fb-a17d-43be-b71e-e7ecbd687561,e75f5559-2772-460a-8a33-49e0877e6b6a,обл,Свердловская,р-н,Верхнесалдинский,г,Верхняя Салда,ул,Привокзальная,12,,,,"обл. Свердловская, р-н. Верхнесалдинский, г. Верхняя Салда, ул. Привокзальная, д. 12",4b7cc0bf-8da7-4557-8ac2-4974449e4742,,,Выведенный из эксплуатации,1966,1966,,Жилой дом блокированной застройки,1,1,2,0,"83,9","83,9",0,0,,Не заполнено,,,,,,,Физический износ,,340,2/24/2012,Не имеется,,,,Не имеется,,,Не имеется,Не заполнено,,,,,,,,,,,,,,,обл. Свердловская,г. Верхняя Салда,ул. Привокзальная,д. 12,
9083594,92b30014-4d52-4e2e-892d-928142b924bf,5c6ffccd-fa21-4318-8b63-7225fcddbe57,686fe915-9ed9-47b0-b117-252236bbb7a2,f88fdde1-ee01-42ce-acc7-37ec5feed4f8,обл,Свердловская,р-н,Верхнесалдинский,д,Никитино,ул,Садовая,1,,,,"обл. Свердловская, р-н. Верхнесалдинский, д. Никитино, ул. Садовая, д. 1",1d270102-b0df-450b-a1fb-908195e8d962,,,Эксплуатируемый,1985,1985,,Жилой дом блокированной застройки,1,1,2,10,"149,5","149,5",0,0,,Не имеется,,,,,,,Пожар,,337,12/24/2012,Имеется,Межведомственная комиссия,-,9/5/2011,Имеется,-,9/5/2011,Имеется,Снос,2/24/2012,12/25/2019,,7/22/2020,4,"149,5",13,,,,,,,,обл. Свердловская,д. Никитино,ул. Садовая,д. 1,
9083607,92b30014-4d52-4e2e-892d-928142b924bf,5c6ffccd-fa21-4318-8b63-7225fcddbe57,686fe915-9ed9-47b0-b117-252236bbb7a2,f88fdde1-ee01-42ce-acc7-37ec5feed4f8,обл,Свердловская,р-н,Верхнесалдинский,д,Никитино,ул,Садовая,45,,,,"обл. Свердловская, р-н. Верхнесалдинский, д. Никитино, ул. Садовая, д. 45",132f050d-1149-4b3c-af72-c3768479f050,,,Выведенный из эксплуатации,1975,1975,,Жилой дом (индивидуально-определенное здание),1,1,1,1,"26,8","26,8",0,,,Не заполнено,,,,,Не заполнено,Не заполнено,Физический износ,,333,2/24/2012,Не имеется,,,,Не имеется,,,Не имеется,Не заполнено,,,,,0,"26,8",1,0,,,0,,,,обл. Свердловская,д. Никитино,ул. Садовая,д. 45,
9084105,92b30014-4d52-4e2e-892d-928142b924bf,5c6ffccd-fa21-4318-8b63-7225fcddbe57,686fe915-9ed9-47b0-b117-252236bbb7a2,5999c878-e7c4-4c66-8380-70172d7bbf01,обл,Свердловская,р-н,Верхнесалдинский,д,Никитино,ул,Советская,10,,,,"обл. Свердловская, р-н. Верхнесалдинский, д. Никитино, ул. Советская, д. 10",ffc0526e-4830-4a74-82e0-41be3d5f66f6,,,Эксплуатируемый,1978,,,Жилой дом (индивидуально-определенное здание),1,,,5,"35,4","35,4",0,,,,,,,,Не заполнено,Не заполнено,Физический износ,,1311,5/14/2013,Не имеется,,,,Не имеется,,,Не имеется,Не заполнено,,,,,0,"35,4",5,0,,,0,,,,обл. Свердловская,д. Никитино,ул. Советская,д. 10,
9083958,92b30014-4d52-4e2e-892d-928142b924bf,5c6ffccd-fa21-4318-8b63-7225fcddbe57,686fe915-9ed9-47b0-b117-252236bbb7a2,19b55f01-29c5-4a48-9005-5be5c3c61d73,обл,Свердловская,р-н,Верхнесалдинский,д,Никитино,ул,Тагильская,23,,,,"обл. Свердловская, р-н. Верхнесалдинский, д. Никитино, ул. Тагильская, д. 23",b37b1bb3-ceca-4c88-94cf-13c5a0220f43,,,Эксплуатируемый,1975,,,Жилой дом (индивидуально-определенное здание),1,,,0,"28,2","28,2",0,,,,,,,,Не заполнено,Не заполнено,Физический износ,,338,2/24/2012,Не имеется,,,,Не имеется,,,Не имеется,Не заполнено,,,,,0,"28,2",0,0,,,0,,,,обл. Свердловская,д. Никитино,ул. Тагильская,д. 23,
9083625,92b30014-4d52-4e2e-892d-928142b924bf,5c6ffccd-fa21-4318-8b63-7225fcddbe57,686fe915-9ed9-47b0-b117-252236bbb7a2,afefec1a-7300-41f1-bee7-0c01fd84a44d,обл,Свердловская,р-н,Верхнесалдинский,д,Никитино,ул,Центральная,3,,,,"обл. Свердловская, р-н. Верхнесалдинский, д. Никитино, ул. Центральная, д. 3",0ecd4e67-7149-400a-b1f6-d839734a5fde,,,Выведенный из эксплуатации,1961,1961,,Жилой дом блокированной застройки,1,1,2,4,82,82,0,0,,Не заполнено,,,,,,,Физический износ,,334,2/24/2012,Имеется,Межведомственная комиссия,-,9/5/2011,Имеется,-,9/5/2011,Имеется,Снос,2/24/2012,12/25/2019,,7/22/2020,2,"41,1",4,,,,2,"40,9",,,обл. Свердловская,д. Никитино,ул. Центральная,д. 3,
9083638,92b30014-4d52-4e2e-892d-928142b924bf,5c6ffccd-fa21-4318-8b63-7225fcddbe57,686fe915-9ed9-47b0-b117-252236bbb7a2,afefec1a-7300-41f1-bee7-0c01fd84a44d,обл,Свердловская,р-н,Верхнесалдинский,д,Никитино,ул,Центральная,18,,,,"обл. Свердловская, р-н. Верхнесалдинский, д. Никитино, ул. Центральная, д. 18",bf6f325e-c08a-1ae7-b7dd-b00114ab7ff2,,,Выведенный из эксплуатации,1984,,,Жилой дом (индивидуально-определенное здание),1,,,4,"40,3","40,3",0,,,,,,,,Не заполнено,Не заполнено,Физический износ,,332,2/24/2012,Не имеется,,,,Не имеется,,,Не имеется,Не заполнено,,,,,0,"40,3",4,0,,,0,,,,обл. Свердловская,д. Никитино,ул. Центральная,д. 18,
9084106,92b30014-4d52-4e2e-892d-928142b924bf,5c6ffccd-fa21-4318-8b63-7225fcddbe57,686fe915-9ed9-47b0-b117-252236bbb7a2,afefec1a-7300-41f1-bee7-0c01fd84a44d,обл,Свердловская,р-н,Верхнесалдинский,д,Никитино,ул,Центральная,37,,,,"обл. Свердловская, р-н. Верхнесалдинский, д. Никитино, ул. Центральная, д. 37",a633a514-f343-4ae9-bfce-0b5b9daef22e,,,Эксплуатируемый,1954,,,Жилой дом (индивидуально-определенное здание),1,,,6,"31,7","31,7",0,,,,,,,,Не заполнено,Не заполнено,Физический износ,,821,2/27/2014,Не имеется,,,,Не имеется,,,Не имеется,Не заполнено,,,,,0,"31,7",6,0,,,0,,,,обл. Свердловская,д. Никитино,ул. Центральная,д. 37,
9083947,92b30014-4d52-4e2e-892d-928142b924bf,5c6ffccd-fa21-4318-8b63-7225fcddbe57,686fe915-9ed9-47b0-b117-252236bbb7a2,afefec1a-7300-41f1-bee7-0c01fd84a44d,обл,Свердловская,р-н,Верхнесалдинский,д,Никитино,ул,Центральная,38,,,,"обл. Свердловская, р-н. Верхнесалдинский, д. Никитино, ул. Центральная, д. 38",ae4d5a30-df94-45e3-971f-e3bdd05e3a77,,,Эксплуатируемый,1975,,,Жилой дом (индивидуально-определенное здание),1,,,3,"35,2","35,2",0,,,,,,,,Не заполнено,Не заполнено,Физический износ,,331,2/24/2012,Не имеется,,,,Не имеется,,,Не имеется,Не заполнено,,,,,0,"35,2",3,0,,,0,,,,обл. Свердловская,д. Никитино,ул. Центральная,д. 38,
9084109,92b30014-4d52-4e2e-892d-928142b924bf,5c6ffccd-fa21-4318-8b63-7225fcddbe57,bbd3c729-bc48-465c-8107-5c6f76d9d3d6,45405438-fd8d-4555-a950-f4c1d558e33b,обл,Свердловская,р-н,Верхнесалдинский,д,Северная,ул,8 Марта,46,,,,"обл. Свердловская, р-н. Верхнесалдинский, д. Северная, ул. 8 Марта, д. 46",91ce0c10-6dfc-4893-9d3a-4cb6d155748a,,,Выведенный из эксплуатации,1957,,,Жилой дом (индивидуально-определенное здание),1,,,4,"31,8","31,8",0,,,,,,,,Не заполнено,Не заполнено,Физический износ,,2022,6/25/2014,Не имеется,,,,Не имеется,,,Не имеется,Не заполнено,,,,,0,"31,8",4,0,,,0,,,,обл. Свердловская,д. Северная,ул. 8 Марта,д. 46,
9084110,92b30014-4d52-4e2e-892d-928142b924bf,5c6ffccd-fa21-4318-8b63-7225fcddbe57,bbd3c729-bc48-465c-8107-5c6f76d9d3d6,9c8c3d76-f7e4-4b50-a2f5-2a6e6b016d2d,обл,Свердловская,р-н,Верхнесалдинский,д,Северная,ул,Красноармейская,33,,,,"обл. Свердловская, р-н. Верхнесалдинский, д. Северная, ул. Красноармейская, д. 33",f0a98e5e-374c-21af-a900-de61531ac2cb,,,Эксплуатируемый,1975,1975,,Многоквартирный дом,1,1,1,9,"110,6","78,8",0,"31,8",,Не имеется,,,,,Не заполнено,Не заполнено,Физический износ,,2024,6/25/2014,Имеется,,,,Не имеется,б/н,6/6/2014,Имеется,Снос,6/25/2014,12/31/2022,,12/31/2023,4,"78,8",8,,,,,,,,обл. Свердловская,д. Северная,ул. Красноармейская,д. 33,
9084111,92b30014-4d52-4e2e-892d-928142b924bf,5c6ffccd-fa21-4318-8b63-7225fcddbe57,bbd3c729-bc48-465c-8107-5c6f76d9d3d6,9c8c3d76-f7e4-4b50-a2f5-2a6e6b016d2d,обл,Свердловская,р-н,Верхнесалдинский,д,Северная,ул,Красноармейская,42,,,,"обл. Свердловская, р-н. Верхнесалдинский, д. Северная, ул. Красноармейская, д. 42",48002e36-8e7d-4284-936e-a8f447d1e8cc,,,Эксплуатируемый,1917,,,Жилой дом (индивидуально-определенное здание),1,,,1,"34,3","34,3",0,,,,,,66,,Не заполнено,Не заполнено,Физический износ,,2019,6/25/2014,Не имеется,,,,Не имеется,,,Не имеется,Не заполнено,,,,,0,"34,3",1,0,,,0,,,,обл. Свердловская,д. Северная,ул. Красноармейская,д. 42,
9084112,92b30014-4d52-4e2e-892d-928142b924bf,5c6ffccd-fa21-4318-8b63-7225fcddbe57,bbd3c729-bc48-465c-8107-5c6f76d9d3d6,9c8c3d76-f7e4-4b50-a2f5-2a6e6b016d2d,обл,Свердловская,р-н,Верхнесалдинский,д,Северная,ул,Красноармейская,49,,,,"обл. Свердловская, р-н. Верхнесалдинский, д. Северная, ул. Красноармейская, д. 49",2d2beb70-8e91-4174-87c2-ca70e2e25cb9,,,Эксплуатируемый,1971,1971,,Жилой дом блокированной застройки,1,1,2,2,48,48,0,0,,Не имеется,,,,,,,Физический износ,,2023,6/25/2014,Имеется,Верхнесалдинское БТИ,2638,12/8/2011,Имеется,-,6/6/2014,Имеется,Снос,6/25/2014,12/25/2019,,7/22/2020,2,48,2,,,,,,,,обл. Свердловская,д. Северная,ул. Красноармейская,д. 49,
9084113,92b30014-4d52-4e2e-892d-928142b924bf,5c6ffccd-fa21-4318-8b63-7225fcddbe57,bbd3c729-bc48-465c-8107-5c6f76d9d3d6,9c8c3d76-f7e4-4b50-a2f5-2a6e6b016d2d,обл,Свердловская,р-н,Верхнесалдинский,д,Северная,ул,Красноармейская,60,,,,"обл. Свердловская, р-н. Верхнесалдинский, д. Северная, ул. Красноармейская, д. 60",b512d8f2-46ce-4c7d-81d6-46037f3333d5,,,Эксплуатируемый,1920,1920,,Многоквартирный дом,1,1,2,13,"62,8","57,8",0,5,,Не заполнено,,,,,,,Физический износ,,2025,6/25/2014,Имеется,,,,Не имеется,б/н,6/6/2014,Имеется,Снос,6/25/2014,12/31/2022,,12/31/2023,2,"57,8",13,,,,,,,,обл. Свердловская,д. Северная,ул. Красноармейская,д. 60,
9084114,92b30014-4d52-4e2e-892d-928142b924bf,5c6ffccd-fa21-4318-8b63-7225fcddbe57,bbd3c729-bc48-465c-8107-5c6f76d9d3d6,9c8c3d76-f7e4-4b50-a2f5-2a6e6b016d2d,обл,Свердловская,р-н,Верхнесалдинский,д,Северная,ул,Красноармейская,68,,,,"обл. Свердловская, р-н. Верхнесалдинский, д. Северная, ул. Красноармейская, д. 68",10f1035b-4006-4ae4-90a5-75b37fb775cb,,,Эксплуатируемый,1919,,,Жилой дом (индивидуально-определенное здание),1,,,1,"21,3","21,3",0,,,,,,61,,Не заполнено,Не заполнено,Физический износ,,2020,6/25/2014,Не имеется,,,,Не имеется,,,Не имеется,Не заполнено,,,,,0,"21,3",1,0,,,0,,,,обл. Свердловская,д. Северная,ул. Красноармейская,д. 68,
9084115,92b30014-4d52-4e2e-892d-928142b924bf,5c6ffccd-fa21-4318-8b63-7225fcddbe57,bbd3c729-bc48-465c-8107-5c6f76d9d3d6,6c26a4b3-1199-49f3-a9cc-28bee4cdacd3,обл,Свердловская,р-н,Верхнесалдинский,д,Северная,ул,М.Горького,7,,,,"обл. Свердловская, р-н. Верхнесалдинский, д. Северная, ул. М.Горького, д. 7",fc467452-4674-4e08-8dad-3de48c81b1cc,,,Выведенный из эксплуатации,1960,,,Жилой дом (индивидуально-определенное здание),1,,,5,"42,5","42,5",0,,,,,,,,Не заполнено,Не заполнено,Физический износ,,2017,6/25/2014,Не имеется,,,,Не имеется,,,Не имеется,Не заполнено,,,,,0,"42,5",5,0,,,0,,,,обл. Свердловская,д. Северная,ул. М.Горького,д. 7,
9084116,92b30014-4d52-4e2e-892d-928142b924bf,5c6ffccd-fa21-4318-8b63-7225fcddbe57,bbd3c729-bc48-465c-8107-5c6f76d9d3d6,6c26a4b3-1199-49f3-a9cc-28bee4cdacd3,обл,Свердловская,р-н,Верхнесалдинский,д,Северная,ул,М.Горького,51,,,,"обл. Свердловская, р-н. Верхнесалдинский, д. Северная, ул. М.Горького, д. 51",9ee608f9-48ef-4b58-85f9-0f2c3a3ea12a,,,Выведенный из эксплуатации,1983,,,Жилой дом (индивидуально-определенное здание),1,,,5,"25,9","25,9",0,,,,,,,,Не заполнено,Не заполнено,Физический износ,,2018,6/25/2014,Не имеется,,,,Не имеется,,,Не имеется,Не заполнено,,,,,0,"25,9",5,0,,,0,,,,обл. Свердловская,д. Северная,ул. М.Горького,д. 51,
9084117,92b30014-4d52-4e2e-892d-928142b924bf,5c6ffccd-fa21-4318-8b63-7225fcddbe57,bbd3c729-bc48-465c-8107-5c6f76d9d3d6,12a577c2-1871-4343-9d6d-031261c5ea98,обл,Свердловская,р-н,Верхнесалдинский,д,Северная,ул,Мичурина,38,,,,"обл. Свердловская, р-н. Верхнесалдинский, д. Северная, ул. Мичурина, д. 38",3abb9adb-36b9-4a4e-a500-cf2cc6d70172,,,Эксплуатируемый,1987,1987,,Многоквартирный дом,1,1,1,16,"103,3","98,3",0,5,,Не имеется,,,,,,,Физический износ,,2026,6/25/2014,Имеется,,,,Не имеется,б/н,6/6/2014,Имеется,Снос,6/25/2014,12/31/2022,,12/31/2023,4,"98,3",11,,,,,,,,обл. Свердловская,д. Северная,ул. Мичурина,д. 38,
9084118,92b30014-4d52-4e2e-892d-928142b924bf,5c6ffccd-fa21-4318-8b63-7225fcddbe57,bbd3c729-bc48-465c-8107-5c6f76d9d3d6,12a577c2-1871-4343-9d6d-031261c5ea98,обл,Свердловская,р-н,Верхнесалдинский,д,Северная,ул,Мичурина,40,,,,"обл. Свердловская, р-н. Верхнесалдинский, д. Северная, ул. Мичурина, д. 40",91beba89-c75d-4b36-bcc1-874450a17ac9,,,Эксплуатируемый,1983,,,Жилой дом (индивидуально-определенное здание),1,,,9,"41,9","41,9",0,,,,,,57,,Не заполнено,Не заполнено,Физический износ,,2027,6/6/2014,Не имеется,,,,Не имеется,,,Не имеется,Не заполнено,,,,,0,"41,9",9,0,,,0,,,,обл. Свердловская,д. Северная,ул. Мичурина,д. 40,
9084119,92b30014-4d52-4e2e-892d-928142b924bf,5c6ffccd-fa21-4318-8b63-7225fcddbe57,bbd3c729-bc48-465c-8107-5c6f76d9d3d6,12a577c2-1871-4343-9d6d-031261c5ea98,обл,Свердловская,р-н,Верхнесалдинский,д,Северная,ул,Мичурина,42,,,,"обл. Свердловская, р-н. Верхнесалдинский, д. Северная, ул. Мичурина, д. 42",7559c81b-2760-4e0f-99d2-7f9673052cf1,,,Эксплуатируемый,1983,,,Жилой дом (индивидуально-определенное здание),1,,,6,"40,5","40,5",0,,,,,,50,,Не заполнено,Не заполнено,Физический износ,,2028,6/6/2014,Не имеется,,,,Не имеется,,,Не имеется,Не заполнено,,,,,0,"40,5",6,0,,,0,,,,обл. Свердловская,д. Северная,ул. Мичурина,д. 42,
9332949,92b30014-4d52-4e2e-892d-928142b924bf,,a5e111fb-5ed1-4703-8700-80dc2f939c33,f146c6cd-c895-4fa4-8555-cd1dbc6b4184,обл,Свердловская,,г. Верхний Тагил,п,Белоречка,ул,Горького,9,,,,"обл. Свердловская, г. Верхний Тагил, п. Белоречка, ул. Горького, д. 9",fac50dde-93b2-4a8b-bd10-acbdc0a821f0,66:37:0101002:7,12/29/2014,Эксплуатируемый,1950,,,Жилой дом (индивидуально-определенное здание),1,,,2,"58,5","37,8","20,7",,1492,,,,66,11/27/2016,Деревянные,Деревянные,Физический износ,,6,1/13/2017,Не имеется,,,,Не имеется,,,Не имеется,Снос,,,,12/1/2024,0,,,0,,,0,,,,обл. Свердловская,п. Белоречка,ул. Горького,д. 9,
9083678,92b30014-4d52-4e2e-892d-928142b924bf,,a5e111fb-5ed1-4703-8700-80dc2f939c33,b7cecd97-1915-4816-8351-ac030dfdf334,обл,Свердловская,,г. Верхний Тагил,п,Белоречка,ул,Октябрьская,1,,,,"обл. Свердловская, г. Верхний Тагил, п. Белоречка, ул. Октябрьская, д. 1",9bb98c5e-20dc-4129-9bc7-14fa19318f4a,,,Эксплуатируемый,1934,1934,,Многоквартирный дом,2,2,1,4,"514,4","499,4",0,15,,Не имеется,,,,,,,Физический износ,,1037,12/24/2014,Имеется,Управление федеральной службы по надзору в сфере защиты прав потребителей и благополучия человека по свердловской области,01-09-15-37-01/321,2/25/2014,Имеется,3,2/20/2014,Имеется,Снос,,12/31/2020,12/23/2019,12/31/2021,,,,6,130,4,14,"369,4","1989,35","131,4",обл. Свердловская,п. Белоречка,ул. Октябрьская,д. 1,
9329891,92b30014-4d52-4e2e-892d-928142b924bf,,a5e111fb-5ed1-4703-8700-80dc2f939c33,b7cecd97-1915-4816-8351-ac030dfdf334,обл,Свердловская,,г. Верхний Тагил,п,Белоречка,ул,Октябрьская,7,,,,"обл. Свердловская, г. Верхний Тагил, п. Белоречка, ул. Октябрьская, д. 7",e1c7f917-8b41-4fa7-b76a-e73131315b86,,,Выведенный из эксплуатации,1955,1955,,Многоквартирный дом,1,1,1,4,"238,8","235,3",,"3,5",0,Не имеется,,,0,,,,Физический износ,,№ 06,1/13/2017,Имеется,,,,Не имеется,2,10/25/2016,Имеется,Снос,,12/31/2020,,12/31/2020,12,"235,3",6,,,,,,,,обл. Свердловская,п. Белоречка,ул. Октябрьская,д. 7,
9083906,92b30014-4d52-4e2e-892d-928142b924bf,,a5e111fb-5ed1-4703-8700-80dc2f939c33,bd66b0bf-a953-4b2a-b684-9c36f8b05dc5,обл,Свердловская,,г. Верхний Тагил,п,Белоречка,ул,Пролетарская,2,,,,"обл. Свердловская, г. Верхний Тагил, п. Белоречка, ул. Пролетарская, д. 2",6960ff75-d52b-4199-bffa-f9d3a83d650d,,,Эксплуатируемый,1935,1935,,Многоквартирный дом,1,1,1,3,250,240,0,10,,Не имеется,,,,,,,Физический износ,,1037,12/24/2014,Имеется,,,,Не имеется,3,4/17/2014,Имеется,Снос,,9/1/2025,,12/31/2025,3,65,3,,,,11,175,,,обл. Свердловская,п. Белоречка,ул. Пролетарская,д. 2,
9348960,92b30014-4d52-4e2e-892d-928142b924bf,,a5e111fb-5ed1-4703-8700-80dc2f939c33,bd66b0bf-a953-4b2a-b684-9c36f8b05dc5,обл,Свердловская,,г. Верхний Тагил,п,Белоречка,ул,Пролетарская,5,,,,"обл. Свердловская, г. Верхний Тагил, п. Белоречка, ул. Пролетарская, д. 5",fa3d8957-528a-42eb-82f1-1bddf3037d09,,,Выведенный из эксплуатации,1957,1957,,Многоквартирный дом,1,1,1,3,"107,4","80,5",0,"26,9",,Не имеется,,,66,6/26/2012,,,Физический износ,,774,9/27/2013,Имеется,,,,Не имеется,7,9/25/2013,Имеется,Снос,,,,12/31/2021,1,27,3,,,,3,"53,5",,,обл. Свердловская,п. Белоречка,ул. Пролетарская,д. 5,
9083908,92b30014-4d52-4e2e-892d-928142b924bf,,a5e111fb-5ed1-4703-8700-80dc2f939c33,bd66b0bf-a953-4b2a-b684-9c36f8b05dc5,обл,Свердловская,,г. Верхний Тагил,п,Белоречка,ул,Пролетарская,13,,,,"обл. Свердловская, г. Верхний Тагил, п. Белоречка, ул. Пролетарская, д. 13",39b754a0-512d-4eb4-97dd-e32ff5b70679,,,Выведенный из эксплуатации,1935,1935,,Многоквартирный дом,1,1,2,1,"92,4","82,4",0,10,,Не имеется,,,,,,,Физический износ,,1037,12/24/2014,Имеется,Управление федеральной службы по надзору в сфере защиты прав потребителей и благополучия человека по свердловской области,01-09-15-37-01/321,2/25/2014,Имеется,2,2/20/2014,Имеется,Снос,,9/1/2025,,12/31/2025,2,"40,8",1,,,,,,,,обл. Свердловская,п. Белоречка,ул. Пролетарская,д. 13,
